ts_ns,cpu_khz,cpu_min_khz,cpu_max_khz,cpu_governor,gpu_hz,gpu_min_hz,gpu_max_hz,gpu_governor,fan_cur_state,fan_max_state,fan_pwm,temp_cpu_mC,temp_gpu_mC,temp_soc0_mC,temp_soc1_mC,temp_soc2_mC,temp_tj_mC,vdd_in_mW,vdd_cpu_gpu_cv_mW,vdd_soc_mW,ina260_current_A,ina260_voltage_V,ina260_power_W
5274867168778,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43718,44812,44656,44031,44093,44812,4904,597,1433,0.36375,19.2688,7.01
5274967172698,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43750,44750,44687,44031,44156,44750,4864,597,1433,0.36,19.2737,6.94
5275067174026,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43593,44843,44750,44156,44125,44843,4856,597,1433,0.35625,19.2763,6.94
5275167169434,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43687,44750,44781,44125,44093,44750,4816,557,1433,0.3575,19.2737,6.89
5275267173578,1728000,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43656,44687,44718,44031,44062,44781,4824,557,1433,0.38375,19.2737,7.4
5275367170906,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43750,44906,44718,44125,44093,44906,4824,597,1433,0.4075,19.2675,7.85
5275467178474,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43531,44875,44687,44031,44062,44875,4904,636,1433,0.36125,19.275,6.96
5275567165402,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43656,44656,44625,44000,44000,44656,4864,597,1433,0.36,19.2763,6.94
5275667228523,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43687,44906,44718,44000,44093,44906,4864,597,1433,0.36,19.2763,6.94
5275767169497,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43718,44906,44718,44000,44156,44906,4864,597,1433,0.375,19.2688,8.77
5275867173897,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43593,44750,44812,44218,44093,44750,4864,597,1433,0.355,19.275,6.85
5275967168728,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43625,45062,44781,44125,44125,45062,4824,597,1433,0.36125,19.2787,6.96
5276067168776,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43562,44906,44750,44062,44156,44843,4824,557,1433,0.355,19.2763,6.96
5276167166647,729600,729600,1728000,schedutil,306000000,306000000,1020000000,nvhost_podgov,0,3,-1,43625,44656,44750,44093,44062,44718,4824,557,1433,0.35375,19.2725,6.82
