ts_ns,dt_ns,cpu_khz,cpu_min_khz,cpu_max_khz,gpu_hz,gpu_min_hz,gpu_max_hz,gpu_governor,temp_cpu_mC,temp_gpu_mC,temp_soc0_mC,temp_soc1_mC,temp_soc2_mC,temp_tj_mC
15224639456560,99996340,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67062,70093,66687,65375,66875,69906
15224739438244,99981684,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,69781,66656,65406,66968,69781
15224839443577,100005333,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69781,66625,65593,66968,69781
15224939437998,99994421,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69812,66687,65562,66968,69937
15225039449091,100011093,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69906,66562,65531,66812,69906
15225139443735,99994644,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69875,66531,65562,66968,69875
15225239439180,99995445,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69781,66625,65437,67000,69937
15225339447713,100008533,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,69843,66625,65531,66875,69843
15225439452245,100004532,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,69843,66718,65437,67000,69968
15225539564365,100112120,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,69937,66625,65437,66875,69937
15225639470175,99905810,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67062,69875,66656,65593,66937,69875
15225739441843,99971668,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69875,66750,65562,66937,70031
15225839452360,100010517,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67062,70093,66656,65625,66906,70093
15225939446492,99994132,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69875,66593,65562,66906,69875
15226039447441,100000949,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67062,69843,66531,65500,67031,70125
15226139436965,99989524,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67031,70031,66625,65468,66968,70031
15226239434522,99997557,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,69937,66531,65406,66968,69937
15226339440303,100005781,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,69781,66687,65500,66968,69781
15226439440003,99999700,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,70062,66656,65468,66906,70062
15226539443704,100003701,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,70000,66750,65593,66937,69906
15226639441837,99998133,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67093,69875,66625,65500,66968,69875
15226739437889,99996052,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,70125,66656,65531,66968,70125
15226839474295,100036406,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,70031,66656,65500,67062,69937
15226939452811,99978516,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69812,66593,65437,67062,69812
15227039438463,99985652,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,69781,66593,65406,66968,69781
15227139446292,100007829,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,69875,66718,65468,66968,69875
15227239438984,99992692,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69812,66718,65468,67000,69812
15227339440701,100001717,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,69812,66625,65437,66968,69968
15227439450994,100010293,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69812,66687,65593,67062,69812
15227539437350,99986356,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67062,69812,66593,65437,66968,69812
15227639437338,99999988,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67031,69843,66562,65531,66968,69968
15227739431215,99993877,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69968,66625,65500,66968,69968
15227839461444,100030229,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,69843,66593,65531,67000,69843
15227939441560,99980116,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69937,66718,65406,66968,69937
15228039451213,100009653,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69937,66781,65500,67093,69937
15228139446690,99995477,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,69875,66718,65656,67000,69875
15228239447798,100001108,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67093,70093,66750,65593,66875,70093
15228339444235,99996437,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70000,66718,65625,67062,70000
15228439444063,99999828,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69906,66687,65625,66968,70218
15228539444468,100000405,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67093,70093,66531,65531,66968,70093
15228639440136,99995668,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70000,66593,65500,66968,70000
15228739441917,100001781,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69843,66812,65437,67031,69843
15228839443089,100001172,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70125,66875,65500,67000,70125
15228939440838,99997749,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67625,70125,66750,65656,67062,70125
15229039471835,100030997,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,69875,66718,65625,67031,69875
15229139454287,99982452,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70187,66687,65656,66968,70187
15229239452516,99998229,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67093,70062,66687,65500,67000,69906
15229339438776,99986260,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69906,66593,65593,67000,69906
15229439435501,99996725,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,69812,66625,65593,67031,69812
15229539480098,100044597,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69843,66593,65468,67125,69843
15229639447318,99967220,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,69906,66718,65562,67093,69906
15229739432170,99984852,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,69937,66687,65500,66968,69937
15229839444831,100012661,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69968,66718,65687,66968,69968
15229939441203,99996372,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,69968,66812,65656,67031,69968
15230039445352,100004149,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69906,66625,65593,67093,70062
15230139447069,100001717,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67125,69968,66750,65531,66968,69968
15230239436209,99989140,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,70000,66656,65531,67000,70000
15230339447302,100011093,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70093,66718,65531,67093,70093
15230439437978,99990676,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,69906,66687,65593,67062,69906
15230539443119,100005141,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70031,66750,65468,67062,70031
15230639446819,100003700,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70156,66781,65562,67000,70156
15230739440760,99993941,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70031,66750,65656,67031,70031
15230839446156,100005396,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70000,66687,65718,66968,69906
15230939433601,99987445,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,70125,66812,65562,67000,70125
15231039440181,100006580,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,70093,66656,65625,67125,70093
15231139447210,100007029,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,70062,66656,65531,67093,69906
15231239446206,99998996,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70218,66812,65562,67062,70218
15231339436179,99989973,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70125,66750,65562,67062,70125
15231439441991,100005812,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,69906,66781,65531,67062,69906
15231539436636,99994645,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,69875,66750,65718,67093,69875
15231639443056,100006420,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,70156,66750,65687,67031,70156
15231739442053,99998997,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,69875,66718,65593,67031,69875
15231839437209,99995156,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67093,69812,66750,65593,67000,69812
15231939449038,100011829,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70250,66718,65562,67125,70000
15232039445250,99996212,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70000,66718,65593,67093,70000
15232139436695,99991445,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,69906,66875,65531,67093,69906
15232239631664,100194969,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70031,66812,65562,67031,70031
15232339444832,99813168,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,69937,66812,65687,67093,69937
15232439440500,99995668,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,69906,66781,65687,67062,70062
15232539449097,100008597,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70031,66687,65656,67062,70031
15232639444733,99995636,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67062,69906,66750,65656,67031,69906
15232739441298,99996565,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69906,66750,65531,67125,70093
15232839455591,100014293,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70062,66718,65593,67156,70062
15232939468795,100013204,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69937,66718,65531,67062,69937
15233039447087,99978292,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,66875,65500,67093,70125
15233139446788,99999701,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70031,66781,65500,67093,70031
15233239440152,99993364,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70000,66781,65718,67062,70000
15233339435436,99995284,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70156,66750,65656,67031,70156
15233439440001,100004565,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70125,66687,65625,67093,70125
15233539448630,100008629,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70031,66718,65593,67125,69968
15233639446890,99998260,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70343,66781,65687,67093,70343
15233739461919,100015029,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,70125,66781,65531,67062,70125
15233839445427,99983508,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67218,69906,66906,65656,67031,69906
15233939528393,100082966,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,69906,66812,65593,67031,69906
15234039458108,99929715,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,70250,66812,65562,67031,70250
15234139441360,99983252,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,69968,66843,65687,67093,69968
15234239448229,100006869,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,69875,66781,65687,67031,69875
15234339444569,99996340,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70312,66750,65656,67093,70031
15234439433197,99988628,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70000,66843,65656,67156,70000
15234539454786,100021589,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,70000,66718,65625,67093,70000
15234639435702,99980916,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70031,66875,65625,67156,70031
15234739449931,100014229,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67531,69968,66843,65656,67062,69968
15234839449952,100000021,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,69968,66750,65656,67093,70125
15234939436020,99986068,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70125,66812,65718,67125,70125
15235039440104,100004084,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70000,66843,65718,67125,70000
15235139458141,100018037,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70031,66812,65656,67031,70156
15235239440881,99982740,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,70125,66812,65687,67125,70125
15235339448966,100008085,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70031,66718,65531,67250,70031
15235439443162,99994196,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70031,66875,65718,67187,70218
15235539443374,100000212,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70125,66906,65625,67062,70125
15235639443331,99999957,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70031,66843,65656,67031,70031
15235739446967,100003636,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70250,66750,65812,67093,70250
15235839440300,99993333,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70156,66812,65781,66968,70156
15235939439360,99999060,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,66843,65687,67093,70031
15236039441364,100002004,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,69906,66781,65718,67093,69906
15236139440201,99998837,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70125,66781,65656,67187,70125
15236239442653,100002452,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67562,70187,66812,65656,67250,70000
15236339443154,100000501,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70031,66812,65593,67156,70031
15236439448006,100004852,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70281,66781,65531,67125,70281
15236539442138,99994132,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70062,66937,65625,67062,70062
15236639435055,99992917,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,69937,66812,65718,67093,69937
15236739440131,100005076,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70000,66843,65687,67125,70000
15236839443000,100002869,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,69937,66750,65656,67218,69937
15236939448460,100005460,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67156,69968,66750,65718,67125,69968
15237039444864,99996404,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70031,66812,65656,67156,70062
15237139440533,99995669,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70000,66937,65687,67156,70000
15237239439177,99998644,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70031,66906,65656,67125,70031
15237339434909,99995732,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,66843,65687,67156,70125
15237439437138,100002229,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70062,66812,65718,67093,70062
15237539435782,99998644,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70093,66906,65718,67156,70093
15237639443099,100007317,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67187,70125,66812,65656,67125,70125
15237739441551,99998452,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70093,66781,65687,67187,70093
15237839437443,99995892,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,66875,65718,67093,70281
15237939447256,100009813,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70187,66750,65656,67218,70187
15238039459949,100012693,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70093,66875,65625,67156,70093
15238139441504,99981555,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,66906,65687,67250,70375
15238239440469,99998965,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70250,66875,65843,67156,70250
15238339448105,100007636,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70187,66843,65812,67156,70187
15238439440254,99992149,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,69968,66843,65718,67125,69968
15238539450066,100009812,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70281,66843,65687,67156,70281
15238639529384,100079318,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70218,66812,65656,67156,70031
15238739441371,99911987,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70031,66781,65750,67218,70031
15238839445807,100004436,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70062,66906,65718,67187,70062
15238939515365,100069558,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70250,66968,65656,67187,70062
15239039435000,99919635,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,69968,66906,65781,67187,69968
15239139438732,100003732,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,69937,66843,65843,67125,69937
15239239444928,100006196,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70062,66937,65718,67187,70062
15239339444629,99999701,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70000,66812,65750,67093,70000
15239439436937,99992308,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70031,66812,65687,67125,70156
15239539438045,100001108,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70125,66843,65656,67281,70125
15239639528788,100090743,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67625,70093,66781,65687,67218,70093
15239739443334,99914546,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70062,66937,65656,67187,70187
15239839460987,100017653,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70062,66937,65718,67187,70062
15239939445775,99984788,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70093,66968,65781,67187,70093
15240039452387,100006612,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70156,66968,65718,67218,70156
15240139465528,100013141,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70125,66875,65718,67281,70125
15240239450956,99985428,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70093,66843,65718,67125,70281
15240339450880,99999924,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67531,70281,66875,65718,67250,70281
15240439431124,99980244,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67625,70218,66812,65718,67312,70218
15240539446281,100015157,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,67000,65687,67187,70000
15240639442173,99995892,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70250,66937,65718,67250,70250
15240739444753,100002580,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70250,66843,65687,67218,70250
15240839444486,99999733,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70062,66812,65781,67187,70062
15240939439898,99995412,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70375,66906,65812,67156,70375
15241039464463,100024565,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70343,66875,65718,67093,70343
15241139436578,99972115,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67718,70093,66843,65812,67156,70093
15241239440023,100003445,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70062,66781,65781,67250,70062
15241339541741,100101718,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70343,67000,65750,67312,70093
15241439444383,99902642,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70093,67031,65718,67250,70093
15241539453364,100008981,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70093,66937,65750,67187,70093
15241639442376,99989012,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70125,66968,65812,67250,70125
15241739452700,100010324,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70062,66906,65843,67250,70062
15241839444209,99991509,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70062,66937,65812,67250,70062
15241939460581,100016372,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67687,70093,66875,65718,67250,70093
15242039438745,99978164,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70156,66843,65718,67312,70156
15242139436877,99998132,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70062,66968,65718,67281,70187
15242239434945,99998068,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70093,66968,65718,67281,70093
15242339444950,100010005,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70125,66968,65656,67250,70125
15242439455274,100010324,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70250,66968,65812,67250,70250
15242539451263,99995989,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70250,66937,65875,67281,70250
15242639447827,99996564,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70156,66937,65812,67187,70156
15242739445607,99997780,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67250,70281,66968,65812,67250,70281
15242839575198,100129591,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70218,66937,65750,67343,70218
15242939505105,99929907,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70218,66843,65718,67187,70093
15243039436484,99931379,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67531,70343,66875,65750,67250,70343
15243139446360,100009876,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70343,66968,65718,67281,70343
15243239452397,100006037,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67531,70125,67000,65718,67312,70125
15243339442817,99990420,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70062,66937,65875,67281,70062
15243439442101,99999284,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70343,66906,65812,67218,70125
15243539451721,100009620,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70125,66906,65781,67281,70125
15243639437437,99985716,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70031,66937,65718,67218,70031
15243739480722,100043285,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70375,66937,65781,67312,70125
15243839451654,99970932,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67593,70125,66812,65718,67281,70125
15243939459450,100007796,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70156,67000,65718,67281,70156
15244039445742,99986292,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70093,66906,65781,67281,70187
15244139442562,99996820,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70156,66937,65718,67312,70156
15244239442039,99999477,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67312,70093,66968,65875,67250,70093
15244339445003,100002964,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70281,66843,65812,67187,70281
15244439452191,100007188,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70125,66875,65812,67250,70125
15244539446419,99994228,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67625,70125,66906,65781,67281,70250
15244639441640,99995221,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70218,66937,65812,67343,70218
15244739441468,99999828,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70218,67093,65718,67343,70218
15244839445040,100003572,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70125,66968,65750,67218,70312
15244939439044,99994004,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70312,66968,65750,67281,70312
15245039447417,100008373,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70218,66968,65812,67281,70218
15245139445773,99998356,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67281,70375,66968,65781,67187,70375
15245239436321,99990548,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70281,66937,65781,67312,70281
15245339435317,99998996,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67531,70187,67000,65750,67343,70062
15245439441225,100005908,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70343,66968,65750,67187,70343
15245539442462,100001237,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67468,70312,67031,65687,67312,70312
15245639440882,99998420,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67531,70218,67031,65750,67312,70125
15245739407365,99966483,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70156,67062,65718,67281,70156
15245839465019,100057654,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70406,67000,65937,67218,70406
15245939441518,99976499,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67375,70312,67093,65937,67250,70125
15246039444195,100002677,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70125,66937,65843,67250,70125
15246139438295,99994100,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67343,70437,66968,65718,67187,70187
15246239451435,100013140,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70125,66937,65812,67343,70125
15246339450143,99998708,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70125,66875,65812,67250,70125
15246439440115,99989972,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67593,70093,67031,65750,67187,70156
15246539444232,100004117,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70093,67000,65750,67281,70093
15246639446364,100002132,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67437,70093,67031,65906,67312,70093
15246739446896,100000532,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67500,70000,66937,65843,67312,70250
15246839456708,100009812,1728000,115200,1728000,1020000000,306000000,1020000000,nvhost_podgov,67406,70187,66968,65875,67218,70187
