ts_ns,cpu_khz,cpu_min_khz,cpu_max_khz,cpu_governor,gpu_hz,gpu_min_hz,gpu_max_hz,gpu_governor,fan_cur_state,fan_max_state,fan_pwm,temp_cpu_mC,temp_gpu_mC,temp_soc0_mC,temp_soc1_mC,temp_soc2_mC,temp_tj_mC,vdd_in_mW,vdd_cpu_gpu_cv_mW,vdd_soc_mW,ina260_current_A,ina260_voltage_V,ina260_power_W,jtop_valid,jtop_host_ts_ns,jtop_power_tot_mw,jtop_power_vdd_cpu_gpu_cv_mw,jtop_power_vdd_soc_mw
22440280234753,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.4375,19.2575,8.42,0,0,,,
22440285235227,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.37875,19.2675,7.3,0,0,,,
22440290241077,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.3475,19.275,7.13,0,0,,,
22440295242191,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.36125,19.275,6.96,0,0,,,
22440300259529,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.36,19.2775,6.94,0,0,,,
22440305241187,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.3825,19.2775,7.37,0,0,,,
22440310238364,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.35875,19.275,7.01,0,0,,,
22440315239350,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.35625,19.2737,6.86,0,0,,,
22440320249008,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,715,1472,0.44,19.27,8.47,0,0,,,
22440325241098,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.34125,19.2662,7.13,0,0,,,
22440330234308,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.35125,19.2712,7.13,0,0,,,
22440335236638,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.37625,19.2737,7.26,0,0,,,
22440340243416,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.3625,19.28,6.99,0,0,,,
22440345245778,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.4,19.2575,7.92,0,0,,,
22440350249132,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.35125,19.2737,6.77,0,0,,,
22440355254181,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.34375,19.275,6.63,0,0,,,
22440360240831,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.3675,19.2737,7.08,0,0,,,
22440365232569,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.3775,19.2763,6.63,0,0,,,
22440370236179,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.37625,19.275,7.26,0,0,,,
22440375236716,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.345,19.2775,6.66,0,0,,,
22440380244967,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.3975,19.2688,7.65,0,0,,,
22440385245088,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5055,755,1472,0.44625,19.2538,7.33,0,0,,,
22440390243834,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.39125,19.2812,7.54,0,0,,,
22440395242900,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35125,19.2763,6.77,0,0,,,
22440400236430,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37375,19.28,7.18,0,0,,,
22440405236936,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37625,19.2825,7.42,0,0,,,
22440410236993,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3375,19.2787,6.5,0,0,,,
22440415235707,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36875,19.28,7.1,0,0,,,
22440420235861,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36625,19.275,7.3,0,0,,,
22440425236975,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.38875,19.2712,7.49,0,0,,,
22440430240521,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35375,19.2787,6.82,0,0,,,
22440435240131,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36125,19.2787,6.96,0,0,,,
22440440236637,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.385,19.2812,6.87,0,0,,,
22440445240886,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.34375,19.2775,6.63,0,0,,,
22440450250353,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37125,19.28,7.16,0,0,,,
22440455233770,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37125,19.2763,7.16,0,0,,,
22440460248036,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.34625,19.275,7.08,0,0,,,
22440465239486,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3725,19.2725,7.18,0,0,,,
22440470234584,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36375,19.2725,7.01,0,0,,,
22440475232081,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35,19.27,6.75,0,0,,,
22440480236363,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.34625,19.2787,6.75,0,0,,,
22440485236485,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.38,19.2775,7.32,0,0,,,
22440490235199,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37375,19.2688,7.21,0,0,,,
22440495238905,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3525,19.2787,6.99,0,0,,,
22440500234643,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3525,19.2725,7.16,0,0,,,
22440505235693,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.375,19.2775,7.23,0,0,,,
22440510240294,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.385,19.2775,7.42,0,0,,,
22440515235584,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36375,19.2775,6.99,0,0,,,
22440520232346,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36375,19.275,7.01,0,0,,,
22440525230324,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35375,19.2688,6.82,0,0,,,
22440530238670,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3475,19.2763,6.69,0,0,,,
22440535237416,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.34625,19.2737,7.27,0,0,,,
22440540250466,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3525,19.2737,6.8,0,0,,,
22440545237659,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.38,19.2825,7.32,0,0,,,
22440550238581,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.38,19.2787,7.32,0,0,,,
22440555237391,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3575,19.2725,6.82,0,0,,,
22440560232969,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3725,19.2638,7.18,0,0,,,
22440565239555,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.34625,19.2775,6.67,0,0,,,
22440570237981,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.3425,19.285,7.37,0,0,,,
22440575236822,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.355,19.2763,7.48,0,0,,,
22440580250705,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35125,19.28,6.77,0,0,,,
22440585251659,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37375,19.2763,7.21,0,0,,,
22440590256036,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35875,19.2812,7.18,0,0,,,
22440595245726,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.345,19.2725,6.64,0,0,,,
22440600246136,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.37125,19.2812,7.16,0,0,,,
22440605249074,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.36875,19.2712,7.1,0,0,,,
22440610239403,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5095,755,1472,0.35375,19.2737,7.71,0,0,,,
22440615236901,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.3425,19.2763,6.6,0,0,,,
22440620241439,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.3475,19.2763,6.69,0,0,,,
22440625238201,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.37625,19.2775,7.26,0,0,,,
22440630237907,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.35625,19.275,7.4,0,0,,,
22440635237133,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.35875,19.265,6.91,0,0,,,
22440640231878,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.34375,19.2712,6.63,0,0,,,
22440645230304,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.3475,19.2688,6.69,0,0,,,
22440650239130,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.345,19.2812,6.94,0,0,,,
22440655238036,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.35375,19.2825,6.82,0,0,,,
22440660233326,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.35125,19.275,6.77,0,0,,,
22440665238312,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3525,19.2725,7.04,0,0,,,
22440670238050,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.345,19.275,6.66,0,0,,,
22440675237915,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35625,19.2737,6.86,0,0,,,
22440680252982,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3725,19.275,7.18,0,0,,,
22440685239247,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36375,19.2725,7.13,0,0,,,
22440690234697,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3525,19.2812,6.8,0,0,,,
22440695233923,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3475,19.2763,6.69,0,0,,,
22440700237053,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.36125,19.2787,6.96,0,0,,,
22440705236151,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.3825,19.2737,7.05,0,0,,,
22440710239344,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.35875,19.2712,6.91,0,0,,,
22440715229802,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,755,1472,0.35125,19.2812,6.77,0,0,,,
22440720236612,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36,19.275,6.94,0,0,,,
22440725234718,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34125,19.28,6.77,0,0,,,
22440730236984,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37875,19.2712,7.3,0,0,,,
22440735237810,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35375,19.2812,6.82,0,0,,,
22440740238508,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35125,19.2775,7.42,0,0,,,
22440745236645,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36,19.265,7.18,0,0,,,
22440750239103,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35875,19.28,6.91,0,0,,,
22440755245401,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37,19.2712,7.13,0,0,,,
22440760234803,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.38,19.2775,6.75,0,0,,,
22440765235533,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.39375,19.2787,7.59,0,0,,,
22440770239943,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35,19.2838,6.75,0,0,,,
22440775236256,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37375,19.2763,7.21,0,0,,,
22440780236794,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3625,19.2725,7.08,0,0,,,
22440785239220,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3475,19.2737,6.69,0,0,,,
22440790238030,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37375,19.2787,7.21,0,0,,,
22440795233000,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37875,19.275,7.3,0,0,,,
22440800238146,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.355,19.2725,6.99,0,0,,,
22440805236316,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3725,19.2725,7.18,0,0,,,
22440810231797,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3525,19.27,6.8,0,0,,,
22440815230799,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36875,19.2725,6.82,0,0,,,
22440820241129,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34625,19.2787,6.87,0,0,,,
22440825237539,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34375,19.2787,6.63,0,0,,,
22440830236957,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3825,19.2812,7.37,0,0,,,
22440835236951,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.345,19.2712,7.23,0,0,,,
22440840237425,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37625,19.275,7.26,0,0,,,
22440845253099,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36,19.2662,6.94,0,0,,,
22440850235012,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34875,19.27,6.72,0,0,,,
22440855242462,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3425,19.28,6.91,0,0,,,
22440860236280,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3525,19.2737,6.8,0,0,,,
22440865234834,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37875,19.2763,7.3,0,0,,,
22440870237100,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.38125,19.2787,7.35,0,0,,,
22440875236997,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.375,19.2763,7.16,0,0,,,
22440880238847,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37125,19.2675,7.16,0,0,,,
22440885234617,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.375,19.265,7.22,0,0,,,
22440890239443,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34625,19.2838,6.68,0,0,,,
22440895236205,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3675,19.275,7.26,0,0,,,
22440900238631,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.38125,19.2763,7.35,0,0,,,
22440905244449,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.345,19.28,6.66,0,0,,,
22440910242555,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35,19.2787,7.18,0,0,,,
22440915240788,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35125,19.2725,7.26,0,0,,,
22440920237902,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.38125,19.2787,7.35,0,0,,,
22440925236360,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.38125,19.275,7.35,0,0,,,
22440930238146,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36875,19.2763,6.94,0,0,,,
22440935237980,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3575,19.28,6.89,0,0,,,
22440940236502,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36875,19.27,7.1,0,0,,,
22440945236175,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3575,19.2763,6.89,0,0,,,
22440950235049,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36375,19.275,7.4,0,0,,,
22440955240067,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34375,19.2787,6.63,0,0,,,
22440960234941,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37375,19.2763,7.21,0,0,,,
22440965236887,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36875,19.27,7.1,0,0,,,
22440970237873,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34875,19.2812,6.85,0,0,,,
22440975234346,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.375,19.2763,7.23,0,0,,,
22440980239588,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37125,19.2737,7.16,0,0,,,
22440985260159,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3625,19.2787,7.48,0,0,,,
22440990245656,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35375,19.275,7.1,0,0,,,
22440995239026,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36,19.2787,6.94,0,0,,,
22441000239244,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3525,19.2763,6.8,0,0,,,
22441005239654,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3525,19.2787,6.91,0,0,,,
22441010232351,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36125,19.2725,6.96,0,0,,,
22441015231641,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.375,19.2775,7.23,0,0,,,
22441020239699,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34125,19.285,6.58,0,0,,,
22441025236589,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37375,19.2725,7.3,0,0,,,
22441030232039,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35,19.2638,6.75,0,0,,,
22441035237409,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35375,19.2838,6.82,0,0,,,
22441040236346,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36125,19.27,6.96,0,0,,,
22441045237844,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37125,19.275,6.75,0,0,,,
22441050235406,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37375,19.2688,7.21,0,0,,,
22441055241160,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34125,19.28,6.58,0,0,,,
22441060237410,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.365,19.2737,7.21,0,0,,,
22441065238428,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.37875,19.2725,7.04,0,0,,,
22441070239894,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3325,19.2787,6.41,0,0,,,
22441075238287,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36625,19.2787,7.07,0,0,,,
22441080236937,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36625,19.2787,7.1,0,0,,,
22441085238659,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.36,19.2838,6.94,0,0,,,
22441090238077,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3625,19.2787,6.99,0,0,,,
22441095237623,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3625,19.275,6.99,0,0,,,
22441100236657,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35375,19.2712,7.32,0,0,,,
22441105237323,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.35875,19.2787,6.91,0,0,,,
22441110234756,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.34375,19.2737,6.63,0,0,,,
22441115233214,-1,-1,-1,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,5135,794,1472,0.3625,19.2763,6.99,0,0,,,
