ts_ns,dt_ns,cpu_khz,cpu_min_khz,cpu_max_khz,cpu_governor,gpu_hz,gpu_min_hz,gpu_max_hz,gpu_governor,fan_cur_state,fan_max_state,fan_pwm,temp_cpu_mC,temp_gpu_mC,temp_soc0_mC,temp_soc1_mC,temp_soc2_mC,temp_tj_mC
20433441891038,99995989,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72312,69062,67843,69406,72312
20433541898995,100007957,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72062,69000,67906,69375,72062
20433641906952,100007957,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72437,69125,67781,69375,72437
20433741903549,99996597,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72375,69000,67781,69375,72375
20433841887442,99983893,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72125,68937,67750,69437,72125
20433941894887,100007445,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72437,68906,67781,69468,72437
20434041905405,100010518,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72343,69125,67687,69375,72343
20434141924274,100018869,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72156,69062,67750,69437,72156
20434241900871,99976597,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72093,68968,67812,69312,72093
20434341911837,100010966,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72468,68968,67937,69406,72312
20434441891474,99979637,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72187,69062,67718,69375,72187
20434541902280,100010806,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72156,69062,67750,69375,72156
20434641898589,99996309,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72218,69031,67812,69500,72218
20434741912594,100014005,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72187,68906,67781,69375,72187
20434841886567,99973973,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72125,68906,67781,69375,72125
20434941894205,100007638,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72281,69031,67687,69375,72281
20435041902418,100008213,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72250,69031,67718,69343,72250
20435141908040,100005622,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72125,69062,67906,69375,72281
20435241914718,100006678,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72218,69000,67875,69375,72218
20435341902739,99988021,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72250,68968,67812,69375,72250
20435441893929,99991190,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72125,68937,67750,69531,72375
20435541911231,100017302,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72218,68906,67812,69437,72218
20435641908820,99997589,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72250,68968,67781,69375,72250
20435741899882,99991062,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72437,69125,67718,69406,72437
20435841890847,99990965,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72343,69062,67687,69406,72343
20435941905845,100014998,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72281,69031,67656,69468,72156
20436041910187,100004342,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72468,69000,67937,69375,72468
20436141907712,99997525,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69687,72406,69062,67781,69406,72406
20436241913142,100005430,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72250,69062,67750,69343,72156
20436341911628,99998486,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72187,68968,67812,69437,72187
20436441896482,99984854,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72437,68968,67781,69437,72437
20436541910360,100013878,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72125,69125,67812,69406,72125
20436641906542,99996182,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72156,69187,67718,69437,72156
20436741903652,99997110,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72562,69062,67687,69375,72250
20436841903706,100000054,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72281,68968,67875,69375,72281
20436941904944,100001238,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72125,68968,67843,69406,72125
20437041908518,100003574,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72250,68968,67843,69406,72250
20437141899259,99990741,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72156,68937,67687,69562,72156
20437241905522,100006263,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72125,69000,67687,69437,72125
20437341900168,99994646,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72250,68937,67812,69468,72250
20437441896126,99995958,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72187,69125,67718,69375,72187
20437541904340,100008214,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72125,69062,67718,69375,72312
20437641934475,100030135,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72250,69031,67906,69406,72250
20437741897856,99963381,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72218,69093,67843,69375,72218
20437841923479,100025623,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72125,69093,67812,69437,72500
20437941912301,99988822,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72312,69062,67781,69343,72312
20438041899363,99987062,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72187,68968,67750,69375,72187
20438141923257,100023894,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72562,68968,67781,69437,72562
20438241904143,99980886,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72406,69000,67750,69468,72406
20438341901606,99997463,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72406,69093,67781,69437,72406
20438441899804,99998198,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72531,69062,67750,69406,72531
20438541904275,100004471,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72468,68937,67843,69375,72468
20438641908745,100004470,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72343,69093,67781,69500,72187
20438741901983,99993238,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72156,69062,67843,69375,72156
20438841883861,99981878,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72406,68906,67718,69468,72406
20438941898412,100014551,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72062,69031,67687,69375,72062
20439041914179,100015767,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69781,72125,68968,67718,69375,72125
20439141907289,99993110,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69843,72218,69093,67687,69406,72187
20439241912144,100004855,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72062,69125,67718,69437,72062
20439341907751,99995607,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72156,69093,67906,69437,72156
20439441906077,99998326,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72093,69031,67750,69375,72250
20439541890067,99983990,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72218,69093,67781,69343,72218
20439641900938,100010871,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72156,68937,67656,69406,72156
20439741918817,100017879,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72156,69031,67750,69437,72156
20439841906040,99987223,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72187,68937,67750,69375,72187
20439941889870,99983830,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72125,69062,67718,69375,72125
20440041895461,100005591,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72281,69156,67718,69343,72281
20440141893596,99998135,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69843,72187,69000,67843,69406,72187
20440241908851,100015255,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72218,69093,67906,69375,72531
20440341909802,100000951,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72375,69062,67843,69437,72375
20440441909569,99999767,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72218,69000,67843,69375,72093
20440541909144,99999575,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72500,69000,67750,69468,72500
20440641907630,99998486,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69781,72312,69093,67687,69468,72312
20440741907845,100000215,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72312,69062,67750,69468,72125
20440841884700,99976855,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72187,69156,67718,69531,72187
20440941903859,100019159,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72406,69000,67875,69406,72406
20441041906282,100002423,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72375,69062,67968,69375,72250
20441141916961,100010679,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72062,69000,67781,69375,72062
20441241901720,99984759,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72437,69031,67812,69375,72437
20441341901295,99999575,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72250,68968,67718,69406,72250
20441441907303,100006008,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72062,68968,67750,69468,72062
20441541905950,99998647,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72093,68968,67687,69437,72093
20441641907573,100001623,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72125,69093,67687,69406,72125
20441741906156,99998583,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72187,69062,67750,69406,72187
20441841899619,99993463,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72125,69093,67843,69343,72281
20441941899162,99999543,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72218,69031,67812,69375,72218
20442041898705,99999543,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72250,69000,67812,69312,72250
20442141891401,99992696,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72156,69031,67750,69437,72312
20442241904704,100013303,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72187,69031,67781,69375,72187
20442341900792,99996088,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72218,69000,67718,69375,72218
20442441898671,99997879,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72312,69062,67718,69312,72312
20442541899878,100001207,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72281,69156,67656,69406,72281
20442641899518,99999640,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72218,69062,67656,69375,72437
20442741906069,100006551,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72312,69031,67843,69468,72312
20442841899053,99992984,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72375,69093,67781,69406,72375
20442941898116,99999063,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72250,68968,67812,69375,72500
20443041882747,99984631,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72406,68968,67718,69375,72406
20443141912179,100029432,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72250,69031,67718,69406,72250
20443241922923,100010744,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72093,69156,67750,69375,72093
20443341909026,99986103,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72437,69062,67687,69375,72437
20443441911066,100002040,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72343,69031,67718,69406,72218
20443541889233,99978167,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72218,69000,67875,69312,72218
20443641900937,100011704,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72125,69000,67843,69375,72125
20443741892929,99991992,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72406,69031,67812,69375,72406
20443841896249,100003320,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69312,72156,68968,67781,69343,72156
20443941900496,100004247,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72156,69000,67718,69437,72156
20444041886792,99986296,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72156,68968,67750,69437,72156
20444141920352,100033560,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69625,72125,69125,67750,69406,72125
20444241916792,99996440,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72156,69000,67718,69437,72312
20444341917968,100001176,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69687,72312,69093,67875,69468,72312
20444441899143,99981175,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72156,69062,67812,69375,72156
20444541901055,100001912,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72187,69093,67781,69437,72187
20444641900247,99999192,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72250,68968,67812,69343,72250
20444741899247,99999000,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72187,68968,67781,69406,72187
20444841900359,100001112,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69843,72281,68937,67812,69375,72281
20444941908607,100008248,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72218,68906,67750,69406,72218
20445041901719,99993112,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72218,69093,67687,69375,72218
20445141899695,99997976,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72375,69062,67718,69375,72375
20445241913800,100014105,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72250,69031,67906,69437,72250
20445341911072,99997272,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72281,69000,67875,69343,72093
20445441905208,99994136,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69343,72375,69000,67781,69375,72375
20445541935025,100029817,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72375,69000,67750,69468,72375
20445641905672,99970647,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72250,69000,67750,69437,72125
20445741909632,100003960,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72500,69031,67718,69406,72500
20445841904184,99994552,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69687,72343,69093,67812,69406,72343
20445941911825,100007641,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69687,72125,69000,67687,69375,72125
20446041898633,99986808,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72125,69062,67656,69406,72125
20446141908513,100009880,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72437,69062,67812,69375,72125
20446241914138,100005625,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72187,69062,67843,69437,72187
20446341907186,99993048,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72187,68968,67781,69437,72187
20446441909418,100002232,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72468,69000,67750,69437,72218
20446541903907,99994489,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72250,68937,67687,69437,72250
20446641909179,100005272,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72187,69125,67781,69406,72187
20446741894899,99985720,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72187,69187,67656,69375,72187
20446841885356,99990457,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72250,69093,67718,69468,72250
20446941900132,100014776,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72187,69031,67843,69375,72343
20447041906845,100006713,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72343,68968,67906,69343,72343
20447141905333,99998488,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69687,72218,69093,67781,69375,72218
20447241933647,100028314,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72156,68937,67750,69406,72406
20447341906823,99973176,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72312,68968,67718,69406,72312
20447441897759,99990936,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72218,69125,67750,69500,72218
20447541905080,100007321,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72531,69062,67750,69468,72531
20447641899313,99994233,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72250,69062,67718,69468,72250
20447741901929,100002616,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72281,69156,67812,69406,72281
20447841904962,100003033,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72500,68968,67843,69343,72500
20447941903995,99999033,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72406,68968,67781,69500,72406
20448041907827,100003832,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72218,69000,67718,69437,72093
20448141888684,99980857,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69718,72156,69031,67750,69500,72156
20448241909285,100020601,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72437,68906,67718,69375,72437
20448341899710,99990425,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72187,69031,67718,69406,72187
20448441907543,100007833,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72125,69093,67718,69468,72125
20448541902736,99995193,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72406,69031,67937,69406,72406
20448641899497,99996761,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72187,69093,67875,69375,72187
20448741901666,100002169,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72187,69000,67812,69375,72187
20448841899290,99997624,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69562,72093,69062,67718,69375,72187
20448941902259,100002969,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72218,69031,67718,69437,72218
20449041908620,100006361,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72156,69062,67687,69468,72156
20449141899525,99990905,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72125,69062,67718,69468,72125
20449241902334,100002809,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72187,69093,67687,69375,72187
20449341895384,99993050,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72187,69062,67718,69343,72187
20449441903793,100008409,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72250,68968,67812,69375,72250
20449541909386,100005593,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72218,69062,67843,69375,72218
20449641892963,99983577,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72218,69062,67812,69406,72218
20449742107329,100214366,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72281,69031,67718,69406,72281
20449841906518,99799189,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72250,68937,67718,69500,72250
20449941896879,99990361,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72187,69093,67656,69437,72406
20450041909896,100013017,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72312,69125,67656,69406,72312
20450141917121,100007225,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72187,69093,67687,69406,72187
20450241906171,99989050,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72562,69000,67843,69406,72562
20450341906484,100000313,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72437,69125,67843,69343,72437
20450441916590,100010106,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69593,72406,69031,67812,69375,72406
20450541908455,99991865,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72125,68937,67781,69406,72125
20450641891520,99983065,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72437,69031,67750,69437,72437
20450741894298,100002778,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72375,69062,67781,69375,72125
20450841895475,100001177,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72093,69187,67718,69375,72093
20450941897580,100002105,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69656,72531,69062,67687,69437,72531
20451041901414,100003834,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72156,69125,67968,69406,72156
20451141916960,100015546,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72125,69031,67843,69406,72125
20451241911001,99994041,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69500,72156,69000,67812,69375,72281
20451341912435,100001434,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72125,69000,67812,69375,72125
20451441909389,99996954,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69437,72125,69000,67718,69500,72125
20451541898726,99989337,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69531,72156,69093,67750,69468,72250
20451641896576,99997850,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69750,72218,69031,67718,69437,72218
20451741904570,100007994,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69375,72187,69000,67781,69375,72187
20451841894163,99989593,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69468,72312,69062,67750,69406,72312
20451941895213,100001050,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72312,69062,67843,69375,72312
20452041899206,100003993,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72125,69031,67875,69406,72531
20452141908096,100008890,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69687,72281,68906,67812,69437,72281
20452241891610,99983514,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69406,72218,68937,67750,69375,72218
