ts_ns,dt_ns,cpu_khz,cpu_min_khz,cpu_max_khz,cpu_governor,gpu_hz,gpu_min_hz,gpu_max_hz,gpu_governor,fan_cur_state,fan_max_state,fan_pwm,temp_cpu_mC,temp_gpu_mC,temp_soc0_mC,temp_soc1_mC,temp_soc2_mC,temp_tj_mC
20058041884525,99982054,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71406,68093,67000,68562,71406
20058141906900,100022375,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71562,68187,66937,68531,71562
20058241904443,99997543,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71562,68281,66906,68437,71562
20058341905282,100000839,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68156,67000,68531,71281
20058452317023,110411741,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71593,68156,67031,68500,71343
20058541913840,89596817,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69187,71437,68218,67031,68500,71437
20058641900535,99986695,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71468,68093,66937,68531,71218
20058742100418,100199883,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71343,68250,66968,68656,71343
20058841928998,99828580,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71562,68156,66968,68656,71562
20058941915117,99986119,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71312,68093,66875,68562,71312
20059041886515,99971398,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71281,68281,67031,68562,71281
20059141901531,100015016,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71343,68281,66968,68531,71343
20059241920291,100018760,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71375,68218,66968,68562,71375
20059341895498,99975207,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71281,68156,67062,68531,71281
20059441900881,100005383,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71312,68187,67062,68593,71437
20059541912281,100011400,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71437,68156,67031,68562,71437
20059641907137,99994856,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71312,68093,67062,68562,71312
20059741900744,99993607,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71437,68125,67031,68562,71437
20059841894448,99993704,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71406,68125,66875,68593,71406
20059941897175,100002727,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71343,68218,66875,68562,71343
20060041901951,100004776,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71468,68218,66906,68562,71468
20060141919623,100017672,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71406,68218,67062,68531,71406
20060241923439,100003816,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71343,68218,67062,68468,71343
20060341908183,99984744,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71500,68187,67000,68531,71500
20060441908735,100000552,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71531,68093,67000,68468,71531
20060541891975,99983240,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71437,68093,66906,68625,71687
20060641898799,100006824,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71468,68125,66937,68562,71468
20060741904824,100006025,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68968,71468,68093,66906,68531,71468
20060841895552,99990728,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71343,68281,67000,68468,71343
20060941896296,100000744,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71625,68312,66937,68500,71625
20061041902704,100006408,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68531,71531,68125,67031,68468,71531
20061141914297,100011593,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71343,68125,67000,68500,71343
20061241896001,99981704,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71750,68062,67031,68500,71750
20061341908906,100012905,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71531,68093,66968,68531,71375
20061441913107,100004201,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71312,68125,67062,68593,71312
20061541903163,99990056,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71281,68125,66968,68531,71281
20061641900164,99997001,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71437,68250,66937,68562,71437
20061741902316,100002152,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71343,68250,67031,68531,71343
20061841893333,99991017,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71312,68156,66843,68500,71312
20061941883837,99990504,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71437,68218,67125,68500,71437
20062041912103,100028266,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71375,68218,67031,68531,71375
20062141895727,99983624,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71375,68218,67000,68468,71531
20062241902392,100006665,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71406,68125,67062,68562,71406
20062341893345,99990953,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71468,68156,66968,68500,71468
20062441897867,100004522,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71593,68218,66906,68593,71593
20062541902164,100004297,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68218,66906,68593,71437
20062641911357,100009193,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71437,68187,67062,68593,71437
20062741907238,99995881,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71500,68250,67000,68562,71500
20062841882319,99975081,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71500,68187,67031,68562,71500
20062941915545,100033226,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71406,68250,66968,68437,71250
20063041882210,99966665,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71656,68125,67062,68625,71656
20063141893067,100010857,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71468,68187,67000,68562,71468
20063241889557,99996490,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71312,68250,66906,68593,71312
20063341913247,100023690,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71625,68375,67031,68562,71625
20063441914345,100001098,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71562,68312,67000,68625,71562
20063541909906,99995561,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68562,71375,68281,67125,68562,71375
20063641899804,99989898,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71343,68187,67000,68593,71343
20063741913766,100013962,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71593,68218,67031,68500,71343
20063841904911,99991145,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71343,68156,67000,68500,71343
20063941898329,99993418,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68562,71343,68125,66937,68531,71343
20064041908451,100010122,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71656,68156,66968,68500,71406
20064141900781,99992330,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71312,68281,66937,68437,71312
20064241907063,100006282,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71375,68343,66906,68531,71375
20064341902113,99995050,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71437,68250,67093,68500,71437
20064441897835,99995722,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71312,68218,67000,68531,71312
20064541912662,100014827,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71437,68125,67062,68531,71531
20064641903232,99990570,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71531,68187,67031,68500,71531
20064741896490,99993258,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71468,68156,66968,68687,71468
20064841920437,100023947,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71343,68156,67000,68531,71500
20064941891583,99971146,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69062,71437,68093,66968,68625,71437
20065041895817,100004234,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71375,68312,66937,68500,71375
20065141893267,99997450,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71593,68281,66968,68593,71593
20065241898334,100005067,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71468,68187,67031,68500,71468
20065341905577,100007243,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71437,68218,67062,68625,71437
20065441912628,100007051,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71562,68187,67031,68593,71562
20065541887998,99975370,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68562,71500,68187,67000,68500,71500
20065641908393,100020395,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68125,66968,68656,71312
20065741915668,100007275,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68562,71625,68156,67000,68531,71625
20065841911519,99995851,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71593,68312,66937,68531,71593
20065941903850,99992331,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71375,68250,66968,68593,71375
20066041900148,99996298,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71375,68250,67062,68531,71375
20066141912896,100012748,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71625,68250,67031,68531,71343
20066241849930,99937034,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71343,68156,67062,68562,71343
20066341913398,100063468,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71406,68218,67031,68531,71406
20066441888769,99975371,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71687,68125,66937,68625,71468
20066541893197,100004428,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71343,68250,67000,68562,71343
20066641900952,100007755,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71375,68343,67000,68531,71375
20066741902755,100001803,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68312,66937,68500,71437
20066841900559,99997804,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71468,68218,67125,68656,71468
20066941895482,99994923,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71406,68156,67125,68593,71406
20067041913157,100017675,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71500,68250,67031,68468,71500
20067141905073,99991916,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71343,68218,67062,68500,71343
20067241899132,99994059,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71312,68156,67031,68593,71562
20067341896616,99997484,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71500,68156,67031,68562,71500
20067441918037,100021421,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68187,67000,68531,71437
20067541902272,99984235,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69000,71531,68250,67000,68531,71531
20067641901900,99999628,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71593,68281,67000,68562,71593
20067741890583,99988683,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71468,68156,67187,68593,71468
20067841905956,100015373,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71656,68250,67062,68593,71656
20067941889167,99983211,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71562,68281,66968,68500,71562
20068041899035,100009868,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71562,68125,67000,68562,71468
20068141907431,100008396,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71375,68156,67062,68625,71375
20068241907316,99999885,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71593,68187,66968,68625,71593
20068341906720,99999404,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69000,71593,68281,67000,68562,71343
20068441915501,100008781,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71312,68312,66968,68593,71312
20068541913337,99997836,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71656,68218,66968,68468,71656
20068641909829,99996492,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71437,68218,67062,68531,71437
20068741904433,99994604,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71375,68187,67031,68500,71375
20068841905182,100000749,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71312,68187,67062,68562,71312
20068941894538,99989356,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71312,68218,66937,68593,71312
20069041909047,100014509,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71375,68187,67031,68656,71375
20069141921699,100012652,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71406,68281,67062,68593,71406
20069241921520,99999821,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71437,68312,66906,68625,71437
20069341908573,99987053,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71406,68250,66937,68593,71500
20069441899242,99990669,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71531,68218,67093,68500,71531
20069541912663,100013421,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71500,68250,67093,68656,71500
20069641909316,99996653,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71437,68187,67156,68625,71625
20069741903056,99993740,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71562,68187,67125,68687,71562
20069841903709,100000653,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71562,68218,66968,68656,71562
20069944038998,102135289,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71593,68156,67062,68656,71593
20070041901495,97862497,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71593,68281,66968,68562,71593
20070141911972,100010477,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71531,68281,67000,68593,71531
20070241892849,99980877,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71718,68250,67156,68562,71718
20070341903871,100011022,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71593,68312,67093,68562,71593
20070441904684,100000813,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71593,68281,67062,68531,71593
20070541904794,100000110,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71375,68125,67062,68531,71375
20070642038218,100133424,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68968,71656,68218,67031,68656,71656
20070741907509,99869291,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71343,68093,67031,68625,71343
20070841895106,99987597,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71406,68281,67031,68593,71406
20070941901231,100006125,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71812,68375,66937,68562,71812
20071041904189,100002958,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68625,71593,68187,67187,68468,71406
20071141905866,100001677,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71343,68281,67093,68593,71343
20071241903832,99997966,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71375,68093,67000,68500,71375
20071341898374,99994542,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71375,68250,67062,68562,71375
20071441904404,100006030,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71406,68187,67031,68500,71406
20071541913954,100009550,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71343,68187,67031,68562,71468
20071641898800,99984846,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71468,68187,67000,68625,71468
20071741903006,100004206,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71343,68218,67000,68500,71343
20071841902380,99999374,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71406,68250,67000,68562,71500
20071941901466,99999086,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71468,68250,67062,68593,71468
20072041894279,99992813,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71437,68250,67125,68531,71437
20072141912598,100018319,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71593,68218,67093,68625,71593
20072241896740,99984142,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71562,68156,67093,68500,71562
20072341899923,100003183,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71406,68156,67031,68625,71687
20072441908449,100008526,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71593,68281,67000,68562,71593
20072541910480,100002031,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68968,71531,68343,67031,68562,71531
20072641894526,99984046,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71375,68343,66968,68562,71375
20072741902604,100008078,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71593,68281,66968,68531,71593
20072841914107,100011503,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71531,68281,67156,68500,71531
20072941897673,99983566,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68531,71343,68250,67093,68593,71343
20073041894520,99996847,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68593,71656,68250,67093,68500,71656
20073141907014,100012494,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71593,68187,67062,68531,71593
20073241912117,100005103,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71312,68218,67000,68625,71312
20073341909828,99997711,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71343,68437,67031,68562,71343
20073441921108,100011280,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71406,68343,67000,68531,71406
20073541894242,99973134,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71406,68250,67125,68656,71406
20073641901425,100007183,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71375,68250,67125,68593,71375
20073741901408,99999983,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71406,68218,67125,68593,71406
20073841900559,99999151,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71406,68187,67156,68500,71406
20073941896190,99995631,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71500,68156,66968,68593,71500
20074041890573,99994383,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,69000,71406,68125,67000,68625,71406
20074141897596,100007023,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71406,68218,66968,68593,71406
20074241892523,99994927,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71343,68375,67000,68625,71500
20074341904251,100011728,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71593,68218,66906,68625,71593
20074441891370,99987119,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68750,71375,68343,67187,68562,71375
20074541909530,100018160,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68843,71500,68218,67093,68656,71500
20074641901450,99991920,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71531,68281,67062,68593,71531
20074741901945,100000495,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71437,68218,67000,68593,71750
20074841912137,100010192,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71593,68187,67062,68593,71593
20074941895864,99983727,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71593,68218,67093,68593,71593
20075041890983,99995119,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71500,68250,66968,68593,71343
20075141893367,100002384,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71687,68343,67000,68562,71687
20075241914727,100021360,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71625,68343,66906,68562,71625
20075341904951,99990224,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71437,68250,67156,68593,71437
20075441914759,100009808,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71687,68218,67093,68562,71687
20075541906519,99991760,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68656,71625,68312,67125,68500,71500
20075641896839,99990320,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71406,68250,67031,68656,71406
20075741907639,100010800,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68812,71406,68312,66968,68656,71406
20075841907975,100000336,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68968,71687,68218,67031,68718,71437
20075941903351,99995376,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68968,71531,68343,67093,68656,71531
20076041886951,99983600,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68781,71406,68343,66968,68562,71406
20076141912184,100025233,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68937,71468,68312,67187,68593,71468
20076241889960,99977776,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71343,68312,67093,68500,71343
20076341898808,100008848,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68875,71468,68281,67093,68593,71468
20076441886249,99987441,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68687,71437,68218,67093,68687,71437
20076541903417,100017168,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71468,68281,67031,68656,71468
20076641916362,100012945,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68343,67062,68562,71593
20076741896602,99980240,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68718,71562,68375,67000,68531,71562
20076841900779,100004177,1728000,115200,1728000,schedutil,1020000000,306000000,1020000000,nvhost_podgov,1,3,150,68906,71437,68343,66968,68562,71437
