ts_ns,cpu_khz,cpu_min_khz,cpu_max_khz,gpu_hz,gpu_min_hz,gpu_max_hz,temp_cpu_mC,temp_gpu_mC,gpu_governor
4296709823642,1344000,1344000,1344000,918000000,918000000,918000000,47343,48718,nvhost_podgov
4296810580400,1344000,1344000,1344000,918000000,918000000,918000000,47250,48750,nvhost_podgov
4296911734579,1344000,1344000,1344000,918000000,918000000,918000000,47250,48781,nvhost_podgov
4297012733233,1344000,1344000,1344000,918000000,918000000,918000000,47281,48843,nvhost_podgov
4297114379620,1344000,1344000,1344000,918000000,918000000,918000000,47343,48687,nvhost_podgov
4297215274334,1344000,1344000,1344000,918000000,918000000,918000000,47250,48781,nvhost_podgov
4297316946354,1344000,1344000,1344000,918000000,918000000,918000000,47187,48656,nvhost_podgov
4297417825388,1344000,1344000,1344000,918000000,918000000,918000000,47468,48875,nvhost_podgov
4297518756936,1344000,1344000,1344000,918000000,918000000,918000000,47281,48781,nvhost_podgov
4297619644930,1344000,1344000,1344000,918000000,918000000,918000000,47281,48843,nvhost_podgov
4297720873958,1344000,1344000,1344000,918000000,918000000,918000000,47437,48781,nvhost_podgov
4297821772062,1344000,1344000,1344000,918000000,918000000,918000000,47406,48687,nvhost_podgov
4297922757722,1344000,1344000,1344000,918000000,918000000,918000000,47343,48781,nvhost_podgov
4298023689139,1344000,1344000,1344000,918000000,918000000,918000000,47375,48906,nvhost_podgov
4298125236577,1344000,1344000,1344000,918000000,918000000,918000000,47468,48812,nvhost_podgov
4298226375713,1344000,1344000,1344000,918000000,918000000,918000000,47468,49031,nvhost_podgov
4298327534658,1344000,1344000,1344000,918000000,918000000,918000000,47281,48593,nvhost_podgov
4298428458523,1344000,1344000,1344000,918000000,918000000,918000000,47437,48687,nvhost_podgov
4298529346899,1344000,1344000,1344000,918000000,918000000,918000000,47250,48750,nvhost_podgov
4298630004675,1344000,1344000,1344000,918000000,918000000,918000000,47437,48781,nvhost_podgov
4298730707379,1344000,1344000,1344000,918000000,918000000,918000000,47406,48875,nvhost_podgov
4298831698156,1344000,1344000,1344000,918000000,918000000,918000000,47281,48593,nvhost_podgov
4298932964462,1344000,1344000,1344000,918000000,918000000,918000000,47312,49000,nvhost_podgov
4299034177423,1344000,1344000,1344000,918000000,918000000,918000000,47312,48687,nvhost_podgov
4299135033539,1344000,1344000,1344000,918000000,918000000,918000000,47312,48812,nvhost_podgov
4299236260292,1344000,1344000,1344000,918000000,918000000,918000000,47375,48750,nvhost_podgov
4299337244957,1344000,1344000,1344000,918000000,918000000,918000000,47250,48968,nvhost_podgov
4299438165524,1344000,1344000,1344000,918000000,918000000,918000000,47500,48718,nvhost_podgov
4299539905062,1344000,1344000,1344000,918000000,918000000,918000000,47312,49062,nvhost_podgov
4299640848989,1344000,1344000,1344000,918000000,918000000,918000000,47375,48781,nvhost_podgov
4299741991257,1344000,1344000,1344000,918000000,918000000,918000000,47500,48843,nvhost_podgov
4299843126997,1344000,1344000,1344000,918000000,918000000,918000000,47437,48750,nvhost_podgov
4299944063978,1344000,1344000,1344000,918000000,918000000,918000000,47250,49031,nvhost_podgov
4300045423597,1344000,1344000,1344000,918000000,918000000,918000000,47375,48781,nvhost_podgov
4300146881011,1344000,1344000,1344000,918000000,918000000,918000000,47531,48687,nvhost_podgov
4300247784071,1344000,1344000,1344000,918000000,918000000,918000000,47468,48687,nvhost_podgov
4300349156810,1344000,1344000,1344000,918000000,918000000,918000000,47406,48937,nvhost_podgov
4300450719764,1344000,1344000,1344000,918000000,918000000,918000000,47343,48812,nvhost_podgov
4300552117912,1344000,1344000,1344000,918000000,918000000,918000000,47531,49062,nvhost_podgov
4300653013420,1344000,1344000,1344000,918000000,918000000,918000000,47500,48625,nvhost_podgov
4300754484561,1344000,1344000,1344000,918000000,918000000,918000000,47343,48750,nvhost_podgov
4300855596905,1344000,1344000,1344000,918000000,918000000,918000000,47406,48781,nvhost_podgov
4300957404761,1344000,1344000,1344000,918000000,918000000,918000000,47406,48968,nvhost_podgov
4301058813467,1344000,1344000,1344000,918000000,918000000,918000000,47343,48718,nvhost_podgov
4301160835249,1344000,1344000,1344000,918000000,918000000,918000000,47343,48656,nvhost_podgov
4301261700322,1344000,1344000,1344000,918000000,918000000,918000000,47437,48781,nvhost_podgov
4301363107172,1344000,1344000,1344000,918000000,918000000,918000000,47312,48875,nvhost_podgov
4301464019222,1344000,1344000,1344000,918000000,918000000,918000000,47281,48718,nvhost_podgov
4301565640191,1344000,1344000,1344000,918000000,918000000,918000000,47375,49000,nvhost_podgov
4301666601107,1344000,1344000,1344000,918000000,918000000,918000000,47281,48750,nvhost_podgov
4301767976402,1344000,1344000,1344000,918000000,918000000,918000000,47312,48812,nvhost_podgov
4301869112489,1344000,1344000,1344000,918000000,918000000,918000000,47406,48781,nvhost_podgov
4301970237376,1344000,1344000,1344000,918000000,918000000,918000000,47281,48906,nvhost_podgov
4302071340438,1344000,1344000,1344000,918000000,918000000,918000000,47343,48656,nvhost_podgov
4302172199460,1344000,1344000,1344000,918000000,918000000,918000000,47250,48625,nvhost_podgov
4302273061426,1344000,1344000,1344000,918000000,918000000,918000000,47250,48718,nvhost_podgov
4302375026692,1344000,1344000,1344000,918000000,918000000,918000000,47218,48781,nvhost_podgov
4302476573769,1344000,1344000,1344000,918000000,918000000,918000000,47281,48781,nvhost_podgov
4302577711904,1344000,1344000,1344000,918000000,918000000,918000000,47406,49000,nvhost_podgov
4302679563726,1344000,1344000,1344000,918000000,918000000,918000000,47218,48656,nvhost_podgov
4302780547614,1344000,1344000,1344000,918000000,918000000,918000000,47281,48812,nvhost_podgov
4302881815511,1344000,1344000,1344000,918000000,918000000,918000000,47468,48687,nvhost_podgov
4302982790311,1344000,1344000,1344000,918000000,918000000,918000000,47437,48906,nvhost_podgov
4303083725109,1344000,1344000,1344000,918000000,918000000,918000000,47187,48812,nvhost_podgov
4303184964109,1344000,1344000,1344000,918000000,918000000,918000000,47343,49031,nvhost_podgov
4303285819609,1344000,1344000,1344000,918000000,918000000,918000000,47468,48718,nvhost_podgov
4303386808841,1344000,1344000,1344000,918000000,918000000,918000000,47437,48781,nvhost_podgov
4303488533521,1344000,1344000,1344000,918000000,918000000,918000000,47375,48781,nvhost_podgov
4303589190391,1344000,1344000,1344000,918000000,918000000,918000000,47343,48937,nvhost_podgov
4303690118308,1344000,1344000,1344000,918000000,918000000,918000000,47531,48875,nvhost_podgov
4303791579105,1344000,1344000,1344000,918000000,918000000,918000000,47375,48593,nvhost_podgov
4303892598992,1344000,1344000,1344000,918000000,918000000,918000000,47406,48718,nvhost_podgov
4303993531516,1344000,1344000,1344000,918000000,918000000,918000000,47343,48625,nvhost_podgov
4304094542795,1344000,1344000,1344000,918000000,918000000,918000000,47250,48781,nvhost_podgov
4304195677437,1344000,1344000,1344000,918000000,918000000,918000000,47218,48968,nvhost_podgov
4304296551143,1344000,1344000,1344000,918000000,918000000,918000000,47343,48906,nvhost_podgov
4304398274861,1344000,1344000,1344000,918000000,918000000,918000000,47218,48718,nvhost_podgov
4304499489891,1344000,1344000,1344000,918000000,918000000,918000000,47312,48750,nvhost_podgov
4304600422991,1344000,1344000,1344000,918000000,918000000,918000000,47281,48687,nvhost_podgov
4304701924012,1344000,1344000,1344000,918000000,918000000,918000000,47250,48875,nvhost_podgov
4304803086462,1344000,1344000,1344000,918000000,918000000,918000000,47187,48656,nvhost_podgov
4304904237775,1344000,1344000,1344000,918000000,918000000,918000000,47312,48968,nvhost_podgov
4305005147064,1344000,1344000,1344000,918000000,918000000,918000000,47187,48687,nvhost_podgov
4305106113410,1344000,1344000,1344000,918000000,918000000,918000000,47218,48812,nvhost_podgov
4305207746147,1344000,1344000,1344000,918000000,918000000,918000000,47187,48781,nvhost_podgov
4305309483335,1344000,1344000,1344000,918000000,918000000,918000000,47500,48906,nvhost_podgov
4305410645273,1344000,1344000,1344000,918000000,918000000,918000000,47375,48656,nvhost_podgov
4305512631557,1344000,1344000,1344000,918000000,918000000,918000000,47312,48781,nvhost_podgov
4305613573871,1344000,1344000,1344000,918000000,918000000,918000000,47406,48781,nvhost_podgov
